CustomerID,Age,Gender,Income,Tenure,Number_of_Products,Activity_Score,Churn
CUST_001130,35,Female,21442,7.4,6,37.1,Yes
CUST_001131,32,Female,20000,4.9,4,100.0,No
CUST_001132,64,Female,20332,1.7,1,57.3,Yes
CUST_001133,48,Female,26290,4.9,4,20.8,Yes
CUST_001134,41,Male,32712,9.6,3,31.1,No
CUST_001135,22,Male,20391,0.9,3,77.8,Yes
CUST_001136,53,Female,27456,7.7,4,100.0,No
CUST_001137,44,Male,30725,3.9,2,100.0,No
CUST_001138,24,Female,20000,3.1,1,50.2,Yes
CUST_001139,41,Female,26078,9.2,4,91.8,No
CUST_001140,26,Female,20367,3.3,1,37.1,Yes
CUST_001141,51,Female,26557,1.6,2,45.0,Yes
CUST_001142,52,Male,20066,8.7,6,100.0,No
CUST_001143,46,Female,23056,7.5,3,71.1,Yes
CUST_001144,29,Female,26669,7.9,6,100.0,No
CUST_001145,45,Female,56629,2.6,1,88.6,No
CUST_001146,23,Female,20000,2.1,1,68.2,Yes
CUST_001147,36,Female,31075,12.5,1,66.3,No
CUST_001148,32,Female,41304,3.3,2,24.5,Yes
CUST_001149,31,Female,20000,1.9,1,55.0,Yes
CUST_001150,23,Male,20000,2.3,1,94.3,Yes
CUST_001151,36,Female,26799,7.2,2,100.0,No
CUST_001152,26,Female,57736,2.0,2,70.6,No
CUST_001153,29,Female,64641,6.9,7,100.0,No
CUST_001154,41,Male,20000,6.2,1,59.0,Yes
CUST_001155,35,Female,20000,6.7,4,100.0,Yes
CUST_001156,30,Male,24336,5.5,2,100.0,No
CUST_001157,26,Male,27928,3.7,3,65.8,No
CUST_001158,39,Male,26544,9.2,2,100.0,Yes
CUST_001159,40,Female,20000,8.1,3,9.3,Yes
CUST_001160,28,Female,20000,1.0,1,15.0,Yes
CUST_001161,30,Female,20000,3.1,2,99.3,No
CUST_001162,36,Male,20000,7.9,2,69.3,Yes
CUST_001163,25,Male,20000,2.2,2,80.2,Yes
CUST_001164,38,Male,42519,4.6,5,100.0,No
CUST_001165,24,Male,29533,3.7,4,82.3,Yes
CUST_001166,26,Female,27884,2.3,1,50.4,Yes
CUST_001167,18,Female,20000,0.1,1,98.8,Yes
CUST_001168,26,Female,20711,3.1,1,17.5,Yes
CUST_001169,20,Female,20000,0.9,1,97.6,Yes
CUST_001170,30,Male,20000,9.4,4,66.5,Yes
CUST_001171,28,Male,29841,4.8,1,36.4,Yes
CUST_001172,21,Female,30700,1.0,1,18.4,Yes
CUST_001173,34,Male,20000,3.2,1,45.6,Yes
CUST_001174,50,Male,20000,6.9,3,85.8,Yes
CUST_001175,59,Female,33878,4.3,3,60.9,No
CUST_001176,21,Female,23793,0.8,3,85.5,Yes
CUST_001177,37,Male,33995,10.6,6,100.0,No
CUST_001178,39,Female,48677,5.1,4,87.0,No
CUST_001179,43,Female,20000,13.2,6,83.5,Yes
CUST_001180,31,Female,21353,9.6,4,56.5,Yes
CUST_001181,39,Male,20000,3.9,1,36.4,Yes
CUST_001182,43,Female,20000,9.6,5,100.0,No
CUST_001183,53,Male,21853,5.0,2,58.4,No
CUST_001184,36,Male,47975,2.1,2,91.6,No
CUST_001185,20,Male,34442,0.7,2,21.0,Yes
CUST_001186,31,Female,21429,9.2,4,43.0,Yes
CUST_001187,39,Male,20000,3.6,2,58.4,Yes
CUST_001188,29,Female,26538,3.5,7,63.2,Yes
CUST_001189,42,Female,29678,6.2,2,85.8,No
CUST_001190,23,Male,20000,2.7,4,49.3,Yes
CUST_001191,57,Female,42377,2.4,3,98.8,No
CUST_001192,29,Male,20000,6.4,5,57.7,Yes
CUST_001193,24,Female,31319,1.4,1,59.3,No
CUST_001194,26,Female,23854,5.5,4,100.0,No
CUST_001195,48,Male,20000,8.0,3,100.0,No
CUST_001196,26,Male,20000,5.4,1,56.7,Yes
CUST_001197,37,Female,25336,4.0,5,92.2,No
CUST_001198,54,Male,31735,5.4,3,91.7,Yes
CUST_001199,25,Male,35076,3.2,2,100.0,No
CUST_001200,49,Female,46762,9.2,1,26.3,No
CUST_001201,43,Male,22090,5.5,2,41.2,Yes
CUST_001202,20,Female,26220,1.3,1,80.7,No
CUST_001203,45,Female,56598,2.9,4,58.1,No
CUST_001204,45,Female,20000,4.8,5,44.4,Yes
CUST_001205,20,Female,20000,0.8,1,66.6,Yes
CUST_001206,34,Female,20000,5.0,2,28.2,Yes
CUST_001207,35,Male,20000,1.4,4,90.1,Yes
CUST_001208,30,Male,24413,2.8,1,47.9,Yes
CUST_001209,29,Female,20000,2.8,3,90.7,Yes
CUST_001210,22,Male,25213,1.8,6,65.4,Yes
CUST_001211,39,Female,20000,5.2,8,57.9,Yes
CUST_001212,18,Male,20000,0.1,2,87.9,Yes
CUST_001213,34,Female,20000,3.4,4,73.2,Yes
CUST_001214,30,Male,20928,6.4,2,55.0,Yes
CUST_001215,32,Male,52020,2.4,3,88.6,No
CUST_001216,40,Male,20000,9.0,3,40.9,Yes
CUST_001217,30,Male,20000,9.3,6,100.0,Yes
CUST_001218,38,Female,43645,9.6,1,78.7,No
CUST_001219,33,Male,29755,3.0,4,100.0,No
CUST_001220,29,Female,22856,4.6,2,41.6,Yes
CUST_001221,34,Female,30431,9.5,3,60.5,No
CUST_001222,41,Male,25479,5.7,4,83.8,No
CUST_001223,39,Male,54601,12.5,4,30.6,No
CUST_001224,18,Female,28230,0.1,3,34.8,Yes
CUST_001225,40,Female,20000,9.4,4,100.0,No
CUST_001226,37,Female,49693,4.4,7,41.9,No
CUST_001227,20,Female,49248,1.1,2,21.0,No
CUST_001228,43,Female,39237,4.2,6,89.6,No
CUST_001229,35,Female,28346,5.1,3,97.6,No
CUST_001230,56,Female,20000,9.1,5,81.9,No
CUST_001231,26,Male,29792,0.3,1,56.8,Yes
CUST_001232,40,Male,29416,2.1,5,100.0,No
CUST_001233,30,Female,21733,1.6,2,35.1,Yes
CUST_001234,49,Male,37182,11.0,8,100.0,No
CUST_001235,33,Male,23696,3.1,4,100.0,Yes
CUST_001236,55,Female,36226,13.8,2,100.0,No
CUST_001237,22,Female,34014,0.5,1,90.5,No
CUST_001238,36,Female,20000,1.1,2,23.2,Yes
CUST_001239,40,Female,20000,3.7,1,30.8,Yes
CUST_001240,42,Female,20000,5.2,3,79.4,No
CUST_001241,50,Female,69725,9.1,6,44.0,No
CUST_001242,37,Female,32350,3.6,1,62.1,No
CUST_001243,21,Male,28825,2.1,3,73.3,Yes
CUST_001244,27,Female,37581,5.6,1,100.0,No
CUST_001245,23,Male,20000,1.6,3,46.2,Yes
CUST_001246,58,Female,20000,8.1,3,100.0,Yes
CUST_001247,32,Male,21771,4.1,1,46.4,Yes
CUST_001248,30,Female,34502,3.2,2,6.0,Yes
CUST_001249,39,Male,21750,8.5,8,100.0,No
CUST_001250,41,Male,20000,4.4,2,25.1,Yes
CUST_001251,33,Male,20000,8.3,6,33.4,Yes
CUST_001252,38,Male,20000,6.3,4,100.0,No
CUST_001253,44,Female,20000,9.4,4,69.1,Yes
CUST_001254,26,Male,20000,3.7,3,66.9,Yes
CUST_001255,38,Female,25600,8.8,7,100.0,Yes
CUST_001256,37,Female,20000,5.2,2,42.2,Yes
CUST_001257,45,Female,34768,10.3,3,100.0,No
CUST_001258,46,Female,20000,3.4,3,50.2,Yes
CUST_001259,28,Male,24525,5.5,2,14.3,Yes
CUST_001260,22,Male,20000,0.4,3,91.9,No
CUST_001261,34,Female,27923,8.0,5,59.9,No
CUST_001262,39,Male,31399,8.3,2,100.0,No
CUST_001263,49,Female,36162,11.8,5,97.9,No
CUST_001264,24,Female,31366,3.2,4,100.0,No
CUST_001265,21,Female,26287,0.6,3,74.9,No
CUST_001266,26,Male,24541,3.5,2,66.7,Yes
CUST_001267,21,Female,20000,0.7,2,36.5,Yes
CUST_001268,38,Female,36400,3.6,4,46.4,No
CUST_001269,35,Female,20000,5.4,4,88.9,No
CUST_001270,39,Female,20748,0.4,2,68.0,Yes
CUST_001271,26,Male,20000,5.8,5,88.5,Yes
CUST_001272,43,Female,20000,6.7,4,91.9,Yes
CUST_001273,27,Female,20000,1.8,2,77.7,Yes
CUST_001274,36,Female,20780,4.2,4,62.9,Yes
CUST_001275,57,Female,20000,5.6,3,39.5,Yes
CUST_001276,26,Female,21378,1.9,1,58.6,Yes
CUST_001277,28,Female,23345,2.3,2,65.1,Yes
CUST_001278,26,Male,20000,3.0,1,38.8,Yes
CUST_001279,29,Female,68512,7.6,8,100.0,No
CUST_001280,28,Female,25492,6.5,2,23.5,Yes
CUST_001281,29,Female,23134,5.8,2,45.1,Yes
CUST_001282,31,Female,20000,2.4,2,46.9,Yes
CUST_001283,38,Female,25485,4.4,2,27.4,Yes
CUST_001284,46,Female,28819,8.0,2,71.1,Yes
CUST_001285,36,Female,23307,3.4,1,44.7,Yes
CUST_001286,32,Male,45666,7.0,3,100.0,No
CUST_001287,20,Female,20000,0.1,2,19.6,Yes
CUST_001288,58,Male,23310,7.1,2,75.7,No
CUST_001289,35,Female,33047,11.2,3,100.0,No
CUST_001290,36,Female,20000,10.1,2,100.0,Yes
CUST_001291,51,Male,20000,10.2,5,100.0,Yes
CUST_001292,29,Female,20000,6.0,2,90.8,Yes
CUST_001293,33,Female,38235,6.6,2,30.0,No
CUST_001294,45,Male,20000,12.0,3,84.7,Yes
CUST_001295,46,Male,21379,3.6,2,20.0,Yes
CUST_001296,34,Male,28281,7.7,5,91.8,No
CUST_001297,35,Male,20000,8.9,2,100.0,Yes
CUST_001298,53,Male,21742,3.9,4,57.7,Yes
CUST_001299,31,Female,20000,4.8,3,100.0,No
CUST_001300,32,Female,20000,5.3,4,84.2,Yes
CUST_001301,39,Female,20000,9.8,4,95.5,No
CUST_001302,32,Female,20000,5.0,2,70.5,Yes
CUST_001303,32,Female,38250,4.4,5,64.6,No
CUST_001304,40,Male,53461,9.2,7,100.0,No
CUST_001305,43,Female,46496,11.0,8,57.9,No
CUST_001306,26,Male,22652,6.0,2,89.8,No
CUST_001307,35,Female,53008,2.2,2,55.8,No
CUST_001308,47,Female,81506,8.8,7,100.0,No
CUST_001309,40,Female,26527,1.9,5,37.9,Yes
CUST_001310,36,Female,20000,10.0,2,100.0,Yes
CUST_001311,39,Female,46265,11.0,4,100.0,No
CUST_001312,24,Male,20000,2.3,1,78.5,Yes
CUST_001313,32,Female,20000,2.2,1,72.2,Yes
CUST_001314,27,Female,20000,5.1,2,19.4,Yes
CUST_001315,36,Male,33589,1.4,2,41.8,Yes
CUST_001316,51,Female,20000,1.9,1,28.8,Yes
CUST_001317,26,Female,34738,5.1,5,100.0,No
CUST_001318,34,Female,56610,2.5,3,100.0,No
CUST_001319,28,Female,51209,7.8,5,99.4,No
CUST_001320,25,Male,20000,5.2,3,44.2,Yes
CUST_001321,38,Male,20000,4.3,2,77.7,No
CUST_001322,25,Male,20000,0.7,2,70.1,Yes
CUST_001323,38,Female,36921,3.0,4,22.8,Yes
CUST_001324,40,Male,44232,9.4,1,100.0,No
CUST_001325,28,Female,30092,8.8,7,100.0,No
CUST_001326,35,Female,30115,4.1,3,13.4,Yes
CUST_001327,59,Female,92516,10.3,8,100.0,No
CUST_001328,20,Male,20000,1.0,1,42.9,Yes
CUST_001329,31,Male,20000,5.9,3,5.9,Yes
CUST_001330,55,Male,20000,7.6,3,100.0,Yes
CUST_001331,39,Male,29811,7.1,2,15.1,Yes
CUST_001332,42,Female,22551,2.5,2,95.5,No
CUST_001333,50,Female,39927,5.0,2,25.1,No
CUST_001334,46,Male,20397,0.9,3,13.4,Yes
CUST_001335,38,Male,32576,6.4,2,32.0,No
CUST_001336,42,Male,20361,3.6,2,84.1,No
CUST_001337,27,Female,20000,6.7,3,100.0,Yes
CUST_001338,32,Male,21716,10.8,5,100.0,No
CUST_001339,51,Female,20000,7.2,6,88.9,Yes
CUST_001340,51,Male,24850,8.6,4,43.7,Yes
CUST_001341,36,Female,30925,2.7,2,48.0,Yes
CUST_001342,34,Male,20000,4.4,4,100.0,Yes
CUST_001343,27,Female,55525,3.4,2,45.2,No
CUST_001344,41,Male,24509,7.5,2,91.8,No
CUST_001345,20,Female,20000,0.8,2,18.4,Yes
CUST_001346,27,Female,20000,3.5,3,100.0,Yes
CUST_001347,38,Female,47203,9.0,3,58.3,No
CUST_001348,36,Male,20000,10.0,4,50.8,No
CUST_001349,34,Female,26589,12.1,5,17.6,Yes
CUST_001350,32,Female,34937,5.9,1,92.7,No
CUST_001351,22,Male,26734,0.7,1,58.7,Yes
CUST_001352,51,Male,20116,6.7,3,100.0,Yes
CUST_001353,28,Female,32840,5.6,5,17.8,Yes
CUST_001354,37,Female,25477,7.0,6,100.0,No
CUST_001355,53,Female,20000,2.4,3,61.6,Yes
CUST_001356,44,Male,46289,7.9,5,63.0,No
CUST_001357,55,Male,20258,5.1,5,100.0,Yes
CUST_001358,28,Male,20000,4.8,3,44.7,Yes
CUST_001359,30,Female,25712,2.1,3,100.0,No
CUST_001360,47,Male,20000,1.8,2,28.8,Yes
CUST_001361,33,Female,33123,2.7,3,51.6,No
CUST_001362,26,Female,20000,2.7,2,100.0,No
CUST_001363,56,Male,20825,7.9,5,100.0,No
CUST_001364,29,Female,40247,8.3,3,48.3,No
CUST_001365,36,Female,23645,2.6,2,26.3,Yes
CUST_001366,34,Male,20000,0.3,2,81.5,Yes
CUST_001367,37,Female,24514,6.9,2,57.0,No
CUST_001368,28,Female,26386,2.6,4,18.5,Yes
CUST_001369,20,Male,20000,0.7,2,49.2,Yes
CUST_001370,39,Male,54902,7.3,8,81.8,No
CUST_001371,39,Male,58740,9.2,6,100.0,No
CUST_001372,23,Female,21751,4.2,2,50.5,Yes
CUST_001373,31,Female,20128,8.5,5,100.0,Yes
CUST_001374,23,Female,20720,2.8,1,20.5,Yes
CUST_001375,43,Male,38899,5.4,6,100.0,No
CUST_001376,23,Female,25686,2.6,2,33.6,Yes
CUST_001377,39,Male,27059,3.5,4,82.3,No
CUST_001378,41,Female,48801,4.8,5,61.7,No
CUST_001379,33,Female,39935,8.2,6,100.0,No
CUST_001380,55,Male,20000,9.6,2,100.0,Yes
CUST_001381,19,Male,30551,0.2,3,30.7,Yes
CUST_001382,43,Male,44268,4.2,6,69.0,No
CUST_001383,39,Male,27592,5.7,2,88.8,Yes
CUST_001384,48,Male,35067,7.8,6,100.0,No
CUST_001385,56,Male,23798,4.3,2,85.0,No
CUST_001386,35,Male,20000,7.9,2,13.7,Yes
CUST_001387,32,Male,57724,10.6,6,100.0,No
CUST_001388,51,Male,20000,2.4,1,100.0,No
CUST_001389,28,Female,50032,6.0,6,100.0,No
CUST_001390,44,Female,24304,2.2,3,70.4,Yes
CUST_001391,38,Female,44386,8.4,6,51.1,No
CUST_001392,53,Female,27404,3.8,3,54.9,Yes
CUST_001393,22,Female,32380,2.2,4,43.3,Yes
CUST_001394,21,Female,25087,0.7,3,34.9,Yes
CUST_001395,30,Male,20000,3.3,2,38.7,Yes
CUST_001396,35,Male,24731,6.3,4,100.0,No
CUST_001397,42,Female,22968,3.1,1,61.6,Yes
CUST_001398,26,Female,29163,1.2,5,79.1,Yes
CUST_001399,20,Male,21277,0.3,2,46.4,Yes
CUST_001400,61,Male,33293,1.8,1,38.6,Yes
CUST_001401,30,Male,20000,7.8,3,100.0,Yes
CUST_001402,46,Male,20000,6.1,8,35.4,Yes
CUST_001403,25,Male,21677,4.7,4,100.0,Yes
CUST_001404,32,Female,24601,3.2,2,94.6,No
CUST_001405,23,Female,20000,1.3,2,47.8,Yes
CUST_001406,58,Male,37520,11.1,7,98.5,No
CUST_001407,29,Female,29657,1.6,1,66.5,Yes
CUST_001408,22,Male,21909,1.5,4,88.4,No
CUST_001409,51,Female,26862,8.7,5,100.0,No
CUST_001410,30,Male,20000,8.0,3,74.8,No
CUST_001411,54,Female,20000,2.4,1,38.0,Yes
CUST_001412,39,Female,29246,8.0,2,59.2,No
CUST_001413,35,Female,20000,3.4,1,94.8,Yes
CUST_001414,44,Male,20000,13.4,4,100.0,No
CUST_001415,27,Female,24561,2.1,2,71.7,Yes
CUST_001416,30,Male,61012,4.4,3,100.0,No
CUST_001417,36,Male,20000,3.5,2,87.3,No
CUST_001418,43,Male,69394,9.5,8,100.0,No
CUST_001419,35,Male,22262,10.5,5,100.0,Yes
CUST_001420,20,Male,26280,1.2,1,62.1,Yes
CUST_001421,37,Female,38082,3.2,2,37.7,No
CUST_001422,31,Female,37279,7.7,4,100.0,No
CUST_001423,35,Male,27400,2.0,2,35.6,Yes
CUST_001424,33,Male,20225,1.2,4,96.5,Yes
CUST_001425,33,Female,34323,5.3,6,100.0,No
CUST_001426,35,Male,28589,8.0,1,85.8,No
CUST_001427,46,Female,20547,11.3,4,70.6,Yes
CUST_001428,25,Female,42329,0.5,1,33.6,No
CUST_001429,31,Female,27963,2.0,4,75.0,Yes
CUST_001430,24,Female,20000,1.5,1,32.8,Yes
CUST_001431,30,Female,20000,4.4,3,19.1,Yes
CUST_001432,35,Female,61589,12.3,4,55.7,No
CUST_001433,25,Female,20000,2.9,3,60.6,Yes
CUST_001434,37,Female,34342,7.0,4,71.2,No
CUST_001435,37,Female,28455,9.2,8,100.0,No
CUST_001436,26,Female,30292,4.9,1,63.3,No
CUST_001437,31,Female,57864,6.3,3,100.0,No
CUST_001438,20,Female,32640,1.1,4,100.0,No
CUST_001439,26,Female,32114,4.2,4,100.0,No
CUST_001440,29,Female,20000,0.2,1,34.8,Yes
CUST_001441,28,Male,20000,4.2,1,54.5,Yes
CUST_001442,21,Female,67199,1.6,5,85.8,No
CUST_001443,24,Female,20276,3.7,3,86.9,Yes
CUST_001444,31,Female,21091,7.4,6,71.3,Yes
CUST_001445,49,Female,30283,3.6,2,36.5,Yes
CUST_001446,42,Male,27147,4.4,2,60.8,Yes
CUST_001447,34,Female,50797,1.6,1,66.9,No
CUST_001448,40,Female,31733,1.8,4,84.9,No
CUST_001449,50,Female,20000,7.9,1,19.2,Yes
CUST_001450,23,Female,20000,1.6,1,20.1,Yes
CUST_001451,51,Female,26795,10.8,4,88.8,No
CUST_001452,41,Male,40830,2.7,3,31.1,No
CUST_001453,46,Female,20000,1.5,1,82.0,No
CUST_001454,24,Female,26504,4.2,2,74.1,Yes
CUST_001455,30,Male,31750,3.9,1,58.9,No
CUST_001456,45,Male,39377,4.8,2,32.9,No
CUST_001457,33,Male,21796,0.5,2,88.1,Yes
CUST_001458,32,Female,37965,6.9,1,100.0,No
CUST_001459,50,Female,20000,4.6,4,46.0,Yes
CUST_001460,32,Female,36045,2.2,2,58.4,No
CUST_001461,37,Male,22852,6.3,4,48.3,Yes
CUST_001462,50,Female,27004,9.2,5,64.6,No
CUST_001463,52,Female,27302,4.5,5,34.2,Yes
CUST_001464,26,Male,29267,4.2,2,63.8,No
CUST_001465,32,Male,20000,7.5,1,43.9,Yes
CUST_001466,42,Female,38406,0.9,1,29.2,No
CUST_001467,54,Male,42215,1.9,3,100.0,No
CUST_001468,26,Male,20000,1.7,2,34.5,Yes
CUST_001469,42,Female,24700,2.8,1,39.6,Yes
CUST_001470,32,Male,20000,5.2,2,15.6,Yes
CUST_001471,50,Female,20000,9.0,3,93.1,No
CUST_001472,26,Male,23339,3.2,3,73.5,Yes
CUST_001473,50,Male,29268,7.2,5,71.1,No
CUST_001474,42,Female,20843,7.6,2,69.6,No
CUST_001475,31,Female,20000,5.2,3,64.2,Yes
CUST_001476,22,Male,25467,1.0,1,61.9,Yes
CUST_001477,39,Female,20040,2.5,1,67.8,Yes
CUST_001478,33,Female,20000,4.2,4,100.0,Yes
CUST_001479,21,Female,37935,1.9,4,52.7,Yes
CUST_001480,51,Male,20000,3.7,2,43.4,Yes
CUST_001481,31,Male,29463,0.9,2,36.8,Yes
CUST_001482,49,Female,20000,7.4,2,66.2,Yes
CUST_001483,40,Male,20000,1.1,2,60.1,Yes
CUST_001484,51,Female,33926,4.3,3,100.0,No
CUST_001485,19,Male,20000,0.3,2,55.9,Yes
CUST_001486,36,Female,20000,5.2,4,68.3,Yes
CUST_001487,58,Female,45334,2.7,2,7.0,No
CUST_001488,26,Female,25459,2.6,3,82.2,Yes
CUST_001489,36,Female,20000,5.7,5,100.0,No
CUST_001490,23,Female,33094,0.3,1,7.7,Yes
CUST_001491,57,Male,20000,2.0,5,90.4,Yes
CUST_001492,31,Female,20000,7.1,4,100.0,Yes
CUST_001493,37,Male,20000,5.7,2,66.3,Yes
CUST_001494,34,Male,22433,7.3,5,50.4,No
CUST_001495,44,Male,26100,4.6,4,71.4,Yes
CUST_001496,28,Female,20000,8.2,2,100.0,No
CUST_001497,33,Male,20000,3.1,1,70.5,Yes
CUST_001498,34,Male,20000,12.9,6,100.0,Yes
CUST_001499,21,Male,20000,0.4,1,70.1,Yes
CUST_001500,20,Male,29014,1.1,1,27.1,Yes
CUST_001501,38,Female,20000,8.5,3,47.3,Yes
CUST_001502,20,Female,28737,1.0,4,32.0,Yes
CUST_001503,32,Male,38859,6.7,2,84.4,No
CUST_001504,25,Male,27626,0.8,2,39.3,Yes
CUST_001505,35,Female,20000,6.9,7,61.2,Yes
CUST_001506,43,Female,21379,2.7,3,100.0,No
CUST_001507,43,Male,22903,4.5,2,53.8,Yes
CUST_001508,38,Female,23149,5.4,3,89.5,No
CUST_001509,37,Female,20000,8.4,1,38.4,No
CUST_001510,45,Female,20000,2.7,2,3.9,Yes
CUST_001511,37,Female,20000,1.0,1,84.6,Yes
CUST_001512,29,Female,20000,6.3,3,33.8,Yes
CUST_001513,20,Male,20000,1.4,3,10.3,Yes
CUST_001514,48,Male,20000,9.4,2,11.8,Yes
CUST_001515,58,Male,20000,7.2,7,94.2,No
CUST_001516,29,Male,20000,6.4,2,100.0,No
CUST_001517,30,Female,20000,6.3,2,100.0,No
CUST_001518,20,Male,21905,1.3,1,25.0,Yes
CUST_001519,30,Male,20000,7.1,2,100.0,Yes
CUST_001520,33,Male,20000,3.0,5,100.0,Yes
CUST_001521,26,Male,20000,3.2,3,32.1,Yes
CUST_001522,26,Female,20000,6.7,1,91.9,Yes
CUST_001523,34,Female,20000,5.1,2,84.7,Yes
CUST_001524,33,Female,20000,7.1,3,44.4,Yes
CUST_001525,26,Male,29657,2.4,3,39.3,Yes
CUST_001526,48,Female,30382,10.3,6,61.4,No
CUST_001527,18,Male,20000,0.1,2,62.5,Yes
CUST_001528,46,Female,23542,6.0,5,35.2,Yes
CUST_001529,26,Male,20000,0.4,4,92.5,Yes
CUST_001530,32,Female,34418,1.8,2,96.5,No
CUST_001531,38,Female,66931,13.4,5,81.6,No
CUST_001532,35,Female,20000,8.4,1,75.5,Yes
CUST_001533,30,Male,40617,3.3,2,55.3,No
CUST_001534,29,Female,20000,2.7,2,29.7,Yes
CUST_001535,33,Male,20000,6.7,3,100.0,Yes
CUST_001536,45,Female,51875,9.2,1,59.3,No
CUST_001537,39,Male,22612,1.0,1,67.5,Yes
CUST_001538,25,Female,29501,2.6,2,65.1,Yes
CUST_001539,52,Male,23485,3.5,3,18.6,Yes
CUST_001540,22,Female,20000,2.7,1,100.0,No
CUST_001541,48,Male,83635,2.1,6,49.0,No
CUST_001542,40,Female,21740,4.3,2,100.0,No
CUST_001543,23,Male,22147,0.9,3,100.0,Yes
CUST_001544,46,Male,20000,6.0,3,61.0,Yes
CUST_001545,41,Female,36113,1.1,2,46.9,No
CUST_001546,39,Female,34182,6.0,5,52.2,Yes
CUST_001547,27,Male,20000,2.6,2,100.0,Yes
CUST_001548,34,Male,24953,4.6,2,28.1,Yes
CUST_001549,27,Female,33126,2.3,4,21.3,Yes
CUST_001550,36,Female,42552,3.6,1,93.6,No
CUST_001551,24,Female,28605,1.5,1,55.3,No
CUST_001552,54,Female,39429,4.9,7,100.0,No
CUST_001553,35,Female,20000,4.6,3,47.2,Yes
CUST_001554,31,Male,20000,1.2,1,84.8,Yes
CUST_001555,40,Female,20741,2.8,2,21.0,Yes
CUST_001556,53,Female,20000,1.7,4,36.1,Yes
CUST_001557,28,Male,20000,1.5,1,5.8,Yes
CUST_001558,43,Female,20000,9.5,1,96.7,Yes
CUST_001559,36,Male,20000,3.9,6,42.3,Yes
CUST_001560,33,Male,29605,6.5,5,70.5,No
CUST_001561,19,Female,20000,0.3,1,82.7,Yes
CUST_001562,38,Female,59560,0.6,3,100.0,No
CUST_001563,42,Male,40453,2.3,5,51.9,No
CUST_001564,48,Male,47110,5.1,2,26.6,No
CUST_001565,43,Female,20000,2.2,1,85.3,No
CUST_001566,32,Female,24833,3.1,2,87.3,Yes
CUST_001567,26,Female,20000,3.5,1,45.4,Yes
CUST_001568,19,Female,21854,0.7,2,81.7,Yes
CUST_001569,44,Female,20000,5.6,3,35.5,Yes
CUST_001570,38,Male,40461,7.3,3,45.9,No
CUST_001571,34,Male,20000,5.0,2,100.0,No
CUST_001572,26,Female,24602,3.5,2,10.8,Yes
CUST_001573,21,Male,25589,0.8,1,65.1,Yes
CUST_001574,55,Female,20871,11.6,3,100.0,No
CUST_001575,51,Female,20000,3.2,2,53.0,Yes
CUST_001576,57,Female,26341,5.3,4,76.6,Yes
CUST_001577,54,Female,40806,9.0,6,100.0,No
CUST_001578,34,Female,21284,3.8,1,51.8,Yes
CUST_001579,26,Male,28585,3.8,2,84.7,No
CUST_001580,31,Female,33090,8.8,3,71.2,No
CUST_001581,26,Male,20000,3.8,1,100.0,Yes
CUST_001582,28,Female,20403,1.9,1,50.5,Yes
CUST_001583,39,Female,25734,8.1,8,71.0,No
CUST_001584,25,Female,37045,1.1,1,37.3,No
CUST_001585,36,Male,20000,3.2,3,59.1,Yes
CUST_001586,23,Female,36181,1.9,1,38.2,No
CUST_001587,35,Male,26274,0.4,3,42.4,Yes
CUST_001588,34,Male,20000,11.4,5,88.1,No
CUST_001589,53,Male,26529,5.0,4,100.0,No
CUST_001590,24,Female,20000,3.1,2,47.1,Yes
CUST_001591,29,Male,20000,4.8,4,89.7,Yes
CUST_001592,29,Female,29536,6.8,4,47.8,No
CUST_001593,45,Male,37746,8.7,8,100.0,No
CUST_001594,35,Female,22749,3.0,1,99.8,No
CUST_001595,40,Female,24813,8.6,2,100.0,No
CUST_001596,36,Female,20000,10.4,2,71.1,No
CUST_001597,24,Female,22540,1.8,1,57.7,Yes
CUST_001598,27,Female,57542,5.8,8,100.0,No
CUST_001599,42,Male,40871,5.2,4,100.0,No
CUST_001600,38,Male,22900,6.5,3,84.8,Yes
CUST_001601,30,Female,20300,1.4,1,38.6,Yes
CUST_001602,21,Female,20000,2.4,1,92.1,Yes
CUST_001603,25,Female,20000,0.5,2,44.2,Yes
CUST_001604,38,Female,20000,2.0,4,21.9,Yes
CUST_001605,26,Male,29622,3.1,4,65.2,Yes
CUST_001606,53,Male,20000,4.3,3,47.4,Yes
CUST_001607,64,Female,25658,6.0,6,78.3,No
CUST_001608,32,Female,20000,2.1,2,44.9,Yes
CUST_001609,43,Male,36862,10.1,3,100.0,No
CUST_001610,38,Male,20000,4.3,3,100.0,No
CUST_001611,44,Female,33771,6.6,4,20.6,No
CUST_001612,58,Female,47154,6.9,3,100.0,No
CUST_001613,36,Female,20000,11.8,3,73.5,No
CUST_001614,18,Female,20000,0.1,3,68.9,Yes
CUST_001615,38,Female,30167,3.6,1,48.5,Yes
CUST_001616,50,Female,58896,4.7,6,100.0,No
CUST_001617,21,Male,39203,1.0,5,46.4,No
CUST_001618,55,Female,26536,4.7,4,100.0,No
CUST_001619,57,Male,20000,7.3,3,100.0,No
CUST_001620,45,Female,22555,3.5,3,100.0,No
CUST_001621,22,Female,20000,2.9,3,40.3,Yes
CUST_001622,34,Female,20000,0.2,2,63.5,No
CUST_001623,26,Female,26488,1.2,5,90.4,No
CUST_001624,39,Male,20000,4.9,3,67.1,Yes
CUST_001625,25,Female,20000,3.9,2,46.5,Yes
